city,model,sample_index,target_node,tod_band,congestion,condition,advisory_error,cause_precision,cause_recall,faithfulness_f1,hallucination_rate,quantitative_fidelity,n_cited_causes,n_topk,cited_locations,resolution_methods,resolved_set_sizes
pems_bay,llama3.1:8b,8139,45,night,low,A,,1.0,0.25,0.4,0.0,1.0,2,8,,,
pems_bay,llama3.1:8b,8139,45,night,low,B,,1.0,0.375,0.5454545454545454,0.0,0.0,1,8,,,
pems_bay,llama3.1:8b,8139,45,night,low,C,,1.0,0.25,0.4,0.0,1.0,2,8,,,
pems_bay,llama3.1:8b,4692,152,night,low,A,,1.0,0.25,0.4,0.0,1.0,2,8,,,
pems_bay,llama3.1:8b,4692,152,night,low,B,,1.0,0.25,0.4,0.0,0.3333333333333333,2,8,,,
pems_bay,llama3.1:8b,4692,152,night,low,C,,1.0,0.25,0.4,0.0,0.6666666666666666,2,8,,,
pems_bay,llama3.1:8b,3590,21,night,low,A,,1.0,0.375,0.5454545454545454,0.0,0.75,2,8,,,
pems_bay,llama3.1:8b,3590,21,night,low,B,,0.0,0.0,0.0,1.0,0.5,1,8,,,
pems_bay,llama3.1:8b,3590,21,night,low,C,,1.0,0.375,0.5454545454545454,0.0,0.75,2,8,,,
pems_bay,llama3.1:8b,8485,134,night,low,A,,1.0,0.375,0.5454545454545454,0.0,0.6,1,8,,,
pems_bay,llama3.1:8b,8485,134,night,low,B,,1.0,0.375,0.5454545454545454,0.0,0.0,1,8,,,
pems_bay,llama3.1:8b,8485,134,night,low,C,,1.0,0.375,0.5454545454545454,0.0,0.5,1,8,,,
pems_bay,llama3.1:8b,6452,134,night,low,A,,1.0,0.25,0.4,0.0,0.3333333333333333,2,8,,,
pems_bay,llama3.1:8b,6452,134,night,low,B,,1.0,0.125,0.2222222222222222,0.0,0.4,1,8,,,
pems_bay,llama3.1:8b,6452,134,night,low,C,,1.0,0.5,0.6666666666666666,0.0,0.8,3,8,,,
pems_bay,llama3.1:8b,2131,152,night,low,A,,1.0,0.75,0.8571428571428571,0.0,0.6666666666666666,3,8,,,
pems_bay,llama3.1:8b,2131,152,night,low,B,,0.0,0.0,0.0,1.0,0.6666666666666666,2,8,,,
pems_bay,llama3.1:8b,2131,152,night,low,C,,1.0,0.375,0.5454545454545454,0.0,1.0,2,8,,,
pems_bay,llama3.1:8b,1520,134,night,low,A,,1.0,0.375,0.5454545454545454,0.0,0.75,3,8,,,
pems_bay,llama3.1:8b,1520,134,night,low,B,,0.0,0.0,0.0,1.0,0.5,1,8,,,
pems_bay,llama3.1:8b,1520,134,night,low,C,,1.0,0.375,0.5454545454545454,0.0,0.6,3,8,,,
pems_bay,llama3.1:8b,7295,45,night,medium,A,,1.0,0.25,0.4,0.0,0.6,1,8,,,
pems_bay,llama3.1:8b,7295,45,night,medium,B,,1.0,0.25,0.4,0.0,0.5,1,8,,,
pems_bay,llama3.1:8b,7295,45,night,medium,C,,1.0,0.5,0.6666666666666666,0.0,0.0,3,8,,,
pems_bay,llama3.1:8b,2123,275,night,medium,A,,1.0,0.375,0.5454545454545454,0.0,0.75,1,8,,,
pems_bay,llama3.1:8b,2123,275,night,medium,B,,0.0,0.0,0.0,1.0,0.3333333333333333,1,8,,,
pems_bay,llama3.1:8b,2123,275,night,medium,C,,1.0,0.375,0.5454545454545454,0.0,0.0,3,8,,,
pems_bay,llama3.1:8b,9298,115,night,medium,A,,1.0,0.5,0.6666666666666666,0.0,1.0,4,8,,,
pems_bay,llama3.1:8b,9298,115,night,medium,B,,1.0,0.125,0.2222222222222222,0.0,0.6666666666666666,1,8,,,
pems_bay,llama3.1:8b,9298,115,night,medium,C,,1.0,0.5,0.6666666666666666,0.0,1.0,4,8,,,
pems_bay,llama3.1:8b,1866,90,night,medium,A,,1.0,0.375,0.5454545454545454,0.0,0.25,2,8,,,
pems_bay,llama3.1:8b,1866,90,night,medium,B,,1.0,0.125,0.2222222222222222,0.0,0.6666666666666666,1,8,,,
pems_bay,llama3.1:8b,1866,90,night,medium,C,,1.0,0.25,0.4,0.0,0.4,1,8,,,
pems_bay,llama3.1:8b,7915,134,night,medium,A,,1.0,0.25,0.4,0.0,0.6,1,8,,,
pems_bay,llama3.1:8b,7915,134,night,medium,B,,1.0,0.25,0.4,0.0,0.4,1,8,,,
pems_bay,llama3.1:8b,7915,134,night,medium,C,,1.0,0.25,0.4,0.0,0.6,1,8,,,
pems_bay,llama3.1:8b,1553,133,night,medium,A,,1.0,0.5,0.6666666666666666,0.0,1.0,2,8,,,
pems_bay,llama3.1:8b,1553,133,night,medium,B,,0.0,0.0,0.0,1.0,0.0,1,8,,,
pems_bay,llama3.1:8b,1553,133,night,medium,C,,1.0,0.5,0.6666666666666666,0.0,0.75,2,8,,,
pems_bay,llama3.1:8b,7590,283,night,medium,A,,1.0,0.5,0.6666666666666666,0.0,1.0,2,8,,,
pems_bay,llama3.1:8b,7590,283,night,medium,B,,1.0,0.25,0.4,0.0,0.0,1,8,,,
pems_bay,llama3.1:8b,7590,283,night,medium,C,,1.0,0.5,0.6666666666666666,0.0,1.0,3,8,,,
pems_bay,llama3.1:8b,7345,90,night,high,A,,1.0,0.5,0.6666666666666666,0.0,0.5,2,8,,,
pems_bay,llama3.1:8b,7345,90,night,high,B,,0.0,0.0,0.0,1.0,0.6666666666666666,1,8,,,
pems_bay,llama3.1:8b,7345,90,night,high,C,,1.0,0.5,0.6666666666666666,0.0,0.5,2,8,,,
pems_bay,llama3.1:8b,6779,133,am_rush,low,A,,1.0,0.25,0.4,0.0,1.0,2,8,,,
pems_bay,llama3.1:8b,6779,133,am_rush,low,B,,0.0,0.0,0.0,1.0,0.0,1,8,,,
pems_bay,llama3.1:8b,6779,133,am_rush,low,C,,1.0,0.25,0.4,0.0,1.0,2,8,,,
pems_bay,llama3.1:8b,1017,133,am_rush,low,A,,1.0,0.25,0.4,0.0,0.4,1,8,,,
pems_bay,llama3.1:8b,1017,133,am_rush,low,B,,0.0,0.0,0.0,1.0,0.75,1,8,,,
pems_bay,llama3.1:8b,1017,133,am_rush,low,C,,1.0,0.25,0.4,0.0,0.5,1,8,,,
pems_bay,llama3.1:8b,4770,133,am_rush,low,A,,1.0,0.375,0.5454545454545454,0.0,0.8,2,8,,,
pems_bay,llama3.1:8b,4770,133,am_rush,low,B,,1.0,0.125,0.2222222222222222,0.0,0.6666666666666666,1,8,,,
pems_bay,llama3.1:8b,4770,133,am_rush,low,C,,1.0,0.375,0.5454545454545454,0.0,0.5,2,8,,,
pems_bay,llama3.1:8b,6492,293,am_rush,low,A,,1.0,0.875,0.9333333333333333,0.0,0.875,6,8,,,
pems_bay,llama3.1:8b,6492,293,am_rush,low,B,,0.0,0.0,0.0,1.0,0.6666666666666666,2,8,,,
pems_bay,llama3.1:8b,6492,293,am_rush,low,C,,1.0,0.875,0.9333333333333333,0.0,0.875,6,8,,,
pems_bay,llama3.1:8b,445,133,am_rush,low,A,,1.0,0.5,0.6666666666666666,0.0,0.5,2,8,,,
pems_bay,llama3.1:8b,445,133,am_rush,low,B,,1.0,0.125,0.2222222222222222,0.0,0.5,1,8,,,
pems_bay,llama3.1:8b,445,133,am_rush,low,C,,1.0,0.375,0.5454545454545454,0.0,0.4,1,8,,,
pems_bay,llama3.1:8b,4784,287,am_rush,low,A,,1.0,0.375,0.5454545454545454,0.0,1.0,2,8,,,
pems_bay,llama3.1:8b,4784,287,am_rush,low,B,,1.0,0.25,0.4,0.0,0.6666666666666666,1,8,,,
pems_bay,llama3.1:8b,4784,287,am_rush,low,C,,1.0,0.375,0.5454545454545454,0.0,1.0,2,8,,,
pems_bay,llama3.1:8b,2753,133,am_rush,low,A,,1.0,0.25,0.4,0.0,1.0,1,8,,,
pems_bay,llama3.1:8b,2753,133,am_rush,low,B,,1.0,0.125,0.2222222222222222,0.0,0.6666666666666666,1,8,,,
pems_bay,llama3.1:8b,2753,133,am_rush,low,C,,1.0,0.25,0.4,0.0,1.0,1,8,,,
pems_bay,llama3.1:8b,477,10,am_rush,medium,A,,1.0,0.375,0.5454545454545454,0.0,0.4444444444444444,2,8,,,
pems_bay,llama3.1:8b,477,10,am_rush,medium,B,,1.0,0.25,0.4,0.0,0.8,1,8,,,
pems_bay,llama3.1:8b,477,10,am_rush,medium,C,,1.0,0.375,0.5454545454545454,0.0,0.42857142857142855,2,8,,,
pems_bay,llama3.1:8b,754,133,am_rush,medium,A,,1.0,0.375,0.5454545454545454,0.0,0.7142857142857143,2,8,,,
pems_bay,llama3.1:8b,754,133,am_rush,medium,B,,0.0,0.0,0.0,1.0,0.6666666666666666,1,8,,,
pems_bay,llama3.1:8b,754,133,am_rush,medium,C,,1.0,0.375,0.5454545454545454,0.0,0.7777777777777778,2,8,,,
pems_bay,llama3.1:8b,5042,90,am_rush,medium,A,,1.0,0.25,0.4,0.0,0.75,2,8,,,
pems_bay,llama3.1:8b,5042,90,am_rush,medium,B,,0.0,0.0,0.0,1.0,1.0,1,8,,,
pems_bay,llama3.1:8b,5042,90,am_rush,medium,C,,1.0,0.25,0.4,0.0,1.0,2,8,,,
pems_bay,llama3.1:8b,8513,134,am_rush,medium,A,,1.0,0.375,0.5454545454545454,0.0,0.5,2,8,,,
pems_bay,llama3.1:8b,8513,134,am_rush,medium,B,,1.0,0.25,0.4,0.0,0.2,1,8,,,
pems_bay,llama3.1:8b,8513,134,am_rush,medium,C,,1.0,0.375,0.5454545454545454,0.0,0.6,2,8,,,
pems_bay,llama3.1:8b,1299,88,am_rush,medium,A,,1.0,0.5,0.6666666666666666,0.0,1.0,2,8,,,
pems_bay,llama3.1:8b,1299,88,am_rush,medium,B,,0.0,0.0,0.0,1.0,0.6,1,8,,,
pems_bay,llama3.1:8b,1299,88,am_rush,medium,C,,1.0,0.5,0.6666666666666666,0.0,1.0,2,8,,,
pems_bay,llama3.1:8b,4507,134,am_rush,medium,A,,1.0,1.0,1.0,0.0,1.0,5,8,,,
pems_bay,llama3.1:8b,4507,134,am_rush,medium,B,,0.0,0.0,0.0,1.0,0.0,1,8,,,
pems_bay,llama3.1:8b,4507,134,am_rush,medium,C,,1.0,1.0,1.0,0.0,1.0,5,8,,,
pems_bay,llama3.1:8b,193,88,am_rush,medium,A,,1.0,0.375,0.5454545454545454,0.0,0.6666666666666666,2,8,,,
pems_bay,llama3.1:8b,193,88,am_rush,medium,B,,1.0,0.125,0.2222222222222222,0.0,0.5,1,8,,,
pems_bay,llama3.1:8b,193,88,am_rush,medium,C,,1.0,0.375,0.5454545454545454,0.0,0.7142857142857143,2,8,,,
pems_bay,llama3.1:8b,3643,310,am_rush,high,A,,1.0,0.625,0.7692307692307693,0.0,1.0,3,8,,,
pems_bay,llama3.1:8b,3643,310,am_rush,high,B,,1.0,0.25,0.4,0.0,0.6666666666666666,1,8,,,
pems_bay,llama3.1:8b,3643,310,am_rush,high,C,,1.0,0.375,0.5454545454545454,0.0,0.7142857142857143,2,8,,,
pems_bay,llama3.1:8b,9948,250,am_rush,high,A,,1.0,0.625,0.7692307692307693,0.0,0.6666666666666666,2,8,,,
pems_bay,llama3.1:8b,9948,250,am_rush,high,B,,0.0,0.0,0.0,1.0,0.6666666666666666,2,8,,,
pems_bay,llama3.1:8b,9948,250,am_rush,high,C,,1.0,0.875,0.9333333333333333,0.0,0.3333333333333333,3,8,,,
pems_bay,llama3.1:8b,7649,142,am_rush,high,A,,1.0,0.75,0.8571428571428571,0.0,0.8333333333333334,3,8,,,
pems_bay,llama3.1:8b,7649,142,am_rush,high,B,,1.0,0.125,0.2222222222222222,0.0,0.6666666666666666,1,8,,,
pems_bay,llama3.1:8b,7649,142,am_rush,high,C,,1.0,0.75,0.8571428571428571,0.0,1.0,3,8,,,
pems_bay,llama3.1:8b,3629,150,am_rush,high,A,,1.0,0.75,0.8571428571428571,0.0,0.7777777777777778,4,8,,,
pems_bay,llama3.1:8b,3629,150,am_rush,high,B,,0.0,0.0,0.0,1.0,1.0,1,8,,,
